Full_Filepath,Filepath,Filename,Extension,Alt_Data_Stream,Directory_Depth,Filename_Length,Is_Common_Extension,Contains_Double_Ext,Contains_ADS,Is_Malicious
\microsoft\windows\start menu\programs\startup\mspolicy.lnk,\microsoft\windows\start menu\programs\startup,mspolicy,lnk,,5,8,0,0,0,1
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1073_for_kb4025342~31bf3856ad364e35~amd64~~10.0.1.13.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1073_for_kb4025342~31bf3856ad364e35~amd64~~10.0.1.13,cat,,4,60,0,0,0,0
\windows\winsxs\msil_microsoft-windows-n..r-slbmanagerservice_31bf3856ad364e35_<version>_none_f8631a672e75033d\f\microsoft.networkcontroller.nmwrapper.dll,\windows\winsxs\msil_microsoft-windows-n..r-slbmanagerservice_31bf3856ad364e35_<version>_none_f8631a672e75033d\f,microsoft.networkcontroller.nmwrapper,dll,,4,37,1,0,0,0
\program files\gimp 2\lib\python<version>\site-packages\pip\_vendor\progress\counter.py,\program files\gimp 2\lib\python<version>\site-packages\pip\_vendor\progress,counter,py,,8,7,0,0,0,0
\program files\inkscape\share\inkscape\icons\dash\symbolic\actions\accessories-character-map-symbolic.svg,\program files\inkscape\share\inkscape\icons\dash\symbolic\actions,accessories-character-map-symbolic,svg,,8,34,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\hyperv-kmcl-host-package~31bf3856ad364e35~amd64~~10.0.22454.1000.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},hyperv-kmcl-host-package~31bf3856ad364e35~amd64~~10.0.22454.1000,cat,,4,64,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\lxml\__pycache__\usedoctest.cpython-311.pyc,\program files\inkscape\lib\python<version>\site-packages\lxml\__pycache__,usedoctest.cpython-311,pyc,,7,22,0,0,0,0
\program files (x86)\avira\antivirus\alldiscs.avp,\program files (x86)\avira\antivirus,alldiscs,avp,,3,8,0,0,0,0
\eclipse\features\org.eclipse.jgit.ssh.apache_<version>-r\license.html,\eclipse\features\org.eclipse.jgit.ssh.apache_<version>-r,license,html,,3,7,1,0,0,0
\program files\vmware\vmware tools\glib-2.0.dll,\program files\vmware\vmware tools,glib-2.0,dll,,3,8,1,0,0,0
\program files\inkscape\lib\python<version>\encodings\__pycache__\cp424.cpython-311.pyc,\program files\inkscape\lib\python<version>\encodings\__pycache__,cp424.cpython-311,pyc,,6,17,0,0,0,0
\eclipse\features\org.eclipse.equinox.p2.discovery.feature_<version>.v20240918-1902\meta-inf\eclipse_.rsa,\eclipse\features\org.eclipse.equinox.p2.discovery.feature_<version>.v20240918-1902\meta-inf,eclipse_,rsa,,4,8,0,0,0,0
\windows\softwaredistribution\download\2ade823d3969784a08f7c5d139624745\metadata\windows<version>-kb5050009-x64\userexperience-aix-package~31bf3856ad364e35~amd64~~10.0.26100.2894.cat,\windows\softwaredistribution\download\2ade823d3969784a08f7c5d139624745\metadata\windows<version>-kb5050009-x64,userexperience-aix-package~31bf3856ad364e35~amd64~~10.0.26100.2894,cat,,6,66,0,0,0,0
\users\<username>\downloads\screenshot_2020.png:zone.identifier,\users\<username>\downloads,screenshot_2020,png,zone.identifier,3,15,1,0,1,0
\windows\winsxs\manifests\amd64_microsoft-windows-i..ndynamic-deployment_31bf3856ad364e35_10.0.15063.0_none_a2834aa22af36b1b.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-i..ndynamic-deployment_31bf3856ad364e35_10.0.15063.0_none_a2834aa22af36b1b,manifest,,3,98,0,0,0,0
\program files (x86)\python313-32\tcl\tcl<version>\tzdata\wet,\program files (x86)\python313-32\tcl\tcl<version>\tzdata,wet,,,5,3,0,0,0,0
\windows\winsxs\amd64_userexperience-fileexp_31bf3856ad364e35_<version>_none_ed01032043c8051c\fileexp\fileexplorerextensions\assets\images\contrast-black\windows.recycle.svg,\windows\winsxs\amd64_userexperience-fileexp_31bf3856ad364e35_<version>_none_ed01032043c8051c\fileexp\fileexplorerextensions\assets\images\contrast-black,windows.recycle,svg,,8,15,0,0,0,0
\program files\libreoffice\help\media\icon-themes\cmd\sc_insertmasterpage.svg,\program files\libreoffice\help\media\icon-themes\cmd,sc_insertmasterpage,svg,,6,19,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_e0c45ce6ac61bf58\inclusiveoobe-desktop.css,\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_e0c45ce6ac61bf58,inclusiveoobe-desktop,css,,3,21,0,0,0,0
\program files\google\google earth pro\client\lang\de.qm,\program files\google\google earth pro\client\lang,de,qm,,5,2,0,0,0,0
\windows\winsxs\manifests\amd64_microsoft-windows-n..rkux-damediamanager_31bf3856ad364e35_10.0.19041.4355_none_719a1b78cf6699dd.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-n..rkux-damediamanager_31bf3856ad364e35_10.0.19041.4355_none_719a1b78cf6699dd,manifest,,3,101,0,0,0,0
\program files (x86)\winamp\plugins\milkdrop2\presets\flexi - jellyfish jam.milk,\program files (x86)\winamp\plugins\milkdrop2\presets,flexi - jellyfish jam,milk,,5,21,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\numpy\f2py\__pycache__\auxfuncs.cpython-311.pyc,\program files\inkscape\lib\python<version>\site-packages\numpy\f2py\__pycache__,auxfuncs.cpython-311,pyc,,8,20,0,0,0,0
\program files\inkscape\lib\python<version>\lib2to3\tests\__pycache__\__main__.cpython-311.pyc,\program files\inkscape\lib\python<version>\lib2to3\tests\__pycache__,__main__.cpython-311,pyc,,7,20,0,0,0,0
\windows\syswow64\wbem\en-gb\mof.xsl,\windows\syswow64\wbem\en-gb,mof,xsl,,4,3,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1230_for_kb4489899~31bf3856ad364e35~amd64~~10.0.1.11.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1230_for_kb4489899~31bf3856ad364e35~amd64~~10.0.1.11,cat,,4,60,0,0,0,0
\windows\system32\driverstore\filerepository\hidspi_km.inf_amd64_4f3bf73b0cd17aff\hidspi_km.inf,\windows\system32\driverstore\filerepository\hidspi_km.inf_amd64_4f3bf73b0cd17aff,hidspi_km,inf,,5,9,0,0,0,0
\eclipse\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_<version>.v20241023-1957\jre\legal\java.datatransfer\license,\eclipse\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_<version>.v20241023-1957\jre\legal\java.datatransfer,license,,,6,7,0,0,0,0
\windows\syswow64\en-us\winsync.rll.mui,\windows\syswow64\en-us,winsync.rll,mui,,3,11,1,0,0,0
\program files\gimp 2\share\gimp\<version>\icons\symbolic-inverted-high-contrast\scalable\apps\gimp-center.svg,\program files\gimp 2\share\gimp\<version>\icons\symbolic-inverted-high-contrast\scalable\apps,gimp-center,svg,,9,11,0,0,0,0
\program files\videolan\vlc\plugins\demux\libogg_plugin.dll,\program files\videolan\vlc\plugins\demux,libogg_plugin,dll,,5,13,1,0,0,0
\program files\gimp 2\32\lib\babl-<version>\sse-half.dll,\program files\gimp 2\32\lib\babl-<version>,sse-half,dll,,5,8,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-userexperience-desktop_31bf3856ad364e35_<version>_none_821492664e74bbfc\r\appxblockmap.xml,\windows\winsxs\amd64_microsoft-windows-userexperience-desktop_31bf3856ad364e35_<version>_none_821492664e74bbfc\r,appxblockmap,xml,,4,12,0,0,0,0
\windows\winsxs\catalogs\32cb334a440c648769da473318e930f4810dca761664c5cf216c4c41c78c69c6.cat,\windows\winsxs\catalogs,32cb334a440c648769da473318e930f4810dca761664c5cf216c4c41c78c69c6,cat,,3,64,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-offlinefiles-core_31bf3856ad364e35_<version>_none_7c4193b3bab68edb\r\csc.sys,\windows\winsxs\amd64_microsoft-windows-offlinefiles-core_31bf3856ad364e35_<version>_none_7c4193b3bab68edb\r,csc,sys,,4,3,1,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000084\fluidhost\static\js\cardloopstrings-ca.a2807d49.chunk.js,\program files\microsoft office\root\office16\sdxs\fa000000084\fluidhost\static\js,cardloopstrings-ca.a2807d49.chunk,js,,9,33,0,0,0,0
\windows\winsxs\wow64_microsoft-windows-u..ccess-userdatautils_31bf3856ad364e35_<version>_none_5ecd789a302c731b\exsmime.dll,\windows\winsxs\wow64_microsoft-windows-u..ccess-userdatautils_31bf3856ad364e35_<version>_none_5ecd789a302c731b,exsmime,dll,,3,7,1,0,0,0
\python27\lib\xmllib.py,\python27\lib,xmllib,py,,2,6,0,0,0,0
\users\<username>\documents\budget_2020.xlsx:zone.identifier,\users\<username>\documents,budget_2020,xlsx,zone.identifier,3,11,1,0,1,0
\program files\gimp 2\share\locale\ca\lc_messages\iso_639_3.mo,\program files\gimp 2\share\locale\ca\lc_messages,iso_639_3,mo,,6,9,0,0,0,0
\windows\winsxs\wow64_microsoft-windows-u..access-userdataapis_31bf3856ad364e35_<version>_none_9da17c83be99f058\phonecallhistoryapis.dll,\windows\winsxs\wow64_microsoft-windows-u..access-userdataapis_31bf3856ad364e35_<version>_none_9da17c83be99f058,phonecallhistoryapis,dll,,3,20,1,0,0,0
\windows\system.ini,\windows,system,ini,,1,6,1,0,0,0
\program files\itunes\itunes.resources\tr.lproj\storerentbutton.png,\program files\itunes\itunes.resources\tr.lproj,storerentbutton,png,,4,15,1,0,0,0
\windows\servicing\packages\microsoft-windows-wifi-client-intel-netwew00-fod-package~31bf3856ad364e35~amd64~~10.0.21996.1.mum,\windows\servicing\packages,microsoft-windows-wifi-client-intel-netwew00-fod-package~31bf3856ad364e35~amd64~~10.0.21996.1,mum,,3,93,0,0,0,0
\hhh\hhh.jsp,\hhh,hhh,jsp,,1,3,0,0,0,1
\windows\system32\driverstore\filerepository\stornvme.inf_amd64_699e92f53ab7ce87\stornvme.sys,\windows\system32\driverstore\filerepository\stornvme.inf_amd64_699e92f53ab7ce87,stornvme,sys,,5,8,1,0,0,0
\program files\inkscape\lib\python<version>\site-packages\numpy\ma\license,\program files\inkscape\lib\python<version>\site-packages\numpy\ma,license,,,7,7,0,0,0,0
\windows\winsxs\manifests\amd64_0c10e0e5dd9013d4a4947858c09e6775_6595b64144ccf1df_6.0.17763.194_none_9e4074b3a50fb557.manifest,\windows\winsxs\manifests,amd64_0c10e0e5dd9013d4a4947858c09e6775_6595b64144ccf1df_6.0.17763.194_none_9e4074b3a50fb557,manifest,,3,91,0,0,0,0
\cgi-bin\index.jsp,\cgi-bin,index,jsp,,1,5,0,0,0,1
\windows\adfs\version.dll,\windows\adfs,version,dll,,2,7,1,0,0,1
\windows\winsxs\amd64_microsoft-windows-d..ment-configmanager2_31bf3856ad364e35_<version>_none_f0b2dd3503d2b670\r\configmanager2.dll,\windows\winsxs\amd64_microsoft-windows-d..ment-configmanager2_31bf3856ad364e35_<version>_none_f0b2dd3503d2b670\r,configmanager2,dll,,4,14,1,0,0,0
\python27\tcl\tcl<version>\tzdata\etc\greenwich,\python27\tcl\tcl<version>\tzdata\etc,greenwich,,,5,9,0,0,0,0
\program files (x86)\avira\vpn\app\images\png\regions\py.png,\program files (x86)\avira\vpn\app\images\png\regions,py,png,,7,2,1,0,0,0
\program files\libreoffice\share\extensions\nlpsolver\locale\nlpsolverstatusdialog_af.properties,\program files\libreoffice\share\extensions\nlpsolver\locale,nlpsolverstatusdialog_af,properties,,6,24,0,0,0,0
\windows\syswow64\en-us\windows.graphics.printing.dll.mui,\windows\syswow64\en-us,windows.graphics.printing.dll,mui,,3,29,1,1,0,0
\python27\tcl\tcl<version>\tzdata\america\hermosillo,\python27\tcl\tcl<version>\tzdata\america,hermosillo,,,5,10,0,0,0,0
\program files (x86)\aimp\plugins\aimp_myclouds\langs\espanol-ar.lng,\program files (x86)\aimp\plugins\aimp_myclouds\langs,espanol-ar,lng,,5,10,0,0,0,0
\windows\syswow64\eapahost.dll,\windows\syswow64,eapahost,dll,,2,8,1,0,0,0
\program files\google\drive file stream\<version>\html\home_dialog__es.js,\program files\google\drive file stream\<version>\html,home_dialog__es,js,,5,15,0,0,0,0
\windows\system32\driverstore\filerepository\intelpep.inf_amd64_b35be6fd54cdcd92\intelpep.sys,\windows\system32\driverstore\filerepository\intelpep.inf_amd64_b35be6fd54cdcd92,intelpep,sys,,5,8,1,0,0,0
\windows\syswow64\migwiz\dlmanifests\microsoft-windows-networkbridge\bridgemigplugin.dll,\windows\syswow64\migwiz\dlmanifests\microsoft-windows-networkbridge,bridgemigplugin,dll,,5,15,1,0,0,0
\program files\gimp 2\share\gimp\<version>\gfig\stars,\program files\gimp 2\share\gimp\<version>\gfig,stars,,,6,5,0,0,0,0
\program files (x86)\python313-32\lib\wsgiref\headers.py,\program files (x86)\python313-32\lib\wsgiref,headers,py,,4,7,0,0,0,0
\program files\malwarebytes\anti-malware\mbamservice.exe,\program files\malwarebytes\anti-malware,mbamservice,exe,,3,11,1,0,0,0
\program files (x86)\openoffice 4\presets\config\palette_en-us.soc,\program files (x86)\openoffice 4\presets\config,palette_en-us,soc,,4,13,0,0,0,0
\windows\system32\en-gb\wifitask.exe.mui,\windows\system32\en-gb,wifitask.exe,mui,,3,12,1,1,0,0
\program files\microsoft office\root\clipart\pub60cor\hh00057_.wmf,\program files\microsoft office\root\clipart\pub60cor,hh00057_,wmf,,5,8,0,0,0,0
\example\config.jsp,\example,config,jsp,,1,6,0,0,0,1
\windows\syswow64\en-us\onexui.dll.mui,\windows\syswow64\en-us,onexui.dll,mui,,3,10,1,1,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_953_for_kb4532691~31bf3856ad364e35~amd64~~10.0.1.7.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_953_for_kb4532691~31bf3856ad364e35~amd64~~10.0.1.7,cat,,4,58,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-lockappframework-wow64-shell-package~31bf3856ad364e35~amd64~en-us~10.0.14393.0.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-lockappframework-wow64-shell-package~31bf3856ad364e35~amd64~en-us~10.0.14393.0,cat,,4,96,0,0,0,0
\program files (x86)\microsoft\edgewebview\application\<version>\resiliencylinks\msedge.dll.sig.data,\program files (x86)\microsoft\edgewebview\application\<version>\resiliencylinks,msedge.dll.sig,data,,6,14,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-a..roblemstepsrecorder_31bf3856ad364e35_<version>_none_289139651cba849e\f\psr.exe,\windows\winsxs\amd64_microsoft-windows-a..roblemstepsrecorder_31bf3856ad364e35_<version>_none_289139651cba849e\f,psr,exe,,4,3,1,0,0,0
\program files\libreoffice\share\classification\example_zh-cn.xml,\program files\libreoffice\share\classification,example_zh-cn,xml,,4,13,0,0,0,0
\documents\milsoftconnect\files\ta.exe,\documents\milsoftconnect\files,ta,exe,,3,2,1,0,0,1
\program files\combined community codec pack 64bit\legal\gnu_gpl_lavfilters.txt,\program files\combined community codec pack 64bit\legal,gnu_gpl_lavfilters,txt,,3,18,1,0,0,0
\program files (x86)\avira\antivirus\htmlui\fonts\avira-connect.eot,\program files (x86)\avira\antivirus\htmlui\fonts,avira-connect,eot,,5,13,0,0,0,0
\program files\qbittorrent\translations\qtbase_ca.qm,\program files\qbittorrent\translations,qtbase_ca,qm,,3,9,0,0,0,0
\python27\tcl\tcl<version>\tzdata\pacific\guadalcanal,\python27\tcl\tcl<version>\tzdata\pacific,guadalcanal,,,5,11,0,0,0,0
\program files\python313\lib\test\test_ctypes\test_sizes.py,\program files\python313\lib\test\test_ctypes,test_sizes,py,,5,10,0,0,0,0
\windows\syswow64\windowspowershell\v<version>\modules\netadapter\msft_netadapteruso.cdxml,\windows\syswow64\windowspowershell\v<version>\modules\netadapter,msft_netadapteruso,cdxml,,6,18,0,0,0,0
\windows\winsxs\amd64_windows-media-speech-winrt.resources_31bf3856ad364e35_<version>_pl-pl_4159b7fe61994acf\f\windows.media.speech.uxres.dll.mui,\windows\winsxs\amd64_windows-media-speech-winrt.resources_31bf3856ad364e35_<version>_pl-pl_4159b7fe61994acf\f,windows.media.speech.uxres.dll,mui,,4,30,1,1,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_2410_for_kb5001342~31bf3856ad364e35~amd64~~10.0.1.5.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_2410_for_kb5001342~31bf3856ad364e35~amd64~~10.0.1.5,cat,,4,59,0,0,0,0
\program files\libreoffice\program\resource\en_gb\lc_messages\acc.mo,\program files\libreoffice\program\resource\en_gb\lc_messages,acc,mo,,6,3,0,0,0,0
\windows\servicing\lcu\package_for_rollupfix~31bf3856ad364e35~amd64~~<version>\microsoft-windows-client-desktop-required-wow64-package~31bf3856ad364e35~amd64~et-ee~10.0.19041.5369.cat,\windows\servicing\lcu\package_for_rollupfix~31bf3856ad364e35~amd64~~<version>,microsoft-windows-client-desktop-required-wow64-package~31bf3856ad364e35~amd64~et-ee~10.0.19041.5369,cat,,4,100,0,0,0,0
\windows\syswow64\wsmwmipl.dll,\windows\syswow64,wsmwmipl,dll,,2,8,1,0,0,0
\program files\inkscape\share\locale\es\lc_messages\gtk30.mo,\program files\inkscape\share\locale\es\lc_messages,gtk30,mo,,6,5,0,0,0,0
\windows\syswow64\wbem\en-us\storagewmi.mfl,\windows\syswow64\wbem\en-us,storagewmi,mfl,,4,10,0,0,0,0
\javz\.exe,\javz,.exe,,,1,4,0,0,0,1
\program files\malwarebytes\anti-malware\shared\microsoft.windowsdesktop.app\<version>\uiautomationprovider.dll,\program files\malwarebytes\anti-malware\shared\microsoft.windowsdesktop.app\<version>,uiautomationprovider,dll,,6,20,1,0,0,0
\windows\winsxs\wow64_microsoft-windows-m..elmanifests-drivers_31bf3856ad364e35_<version>_none_24917d46946cd22c\tabletpcjournal-dl.man,\windows\winsxs\wow64_microsoft-windows-m..elmanifests-drivers_31bf3856ad364e35_<version>_none_24917d46946cd22c,tabletpcjournal-dl,man,,3,18,0,0,0,0
\windows\winsxs\manifests\amd64_microsoft-windows-printing3d-winrt-core_31bf3856ad364e35_10.0.14393.206_none_d03312d413b4a352.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-printing3d-winrt-core_31bf3856ad364e35_10.0.14393.206_none_d03312d413b4a352,manifest,,3,99,0,0,0,0
\windows\syswow64\dism\en-us\unattendprovider.dll.mui,\windows\syswow64\dism\en-us,unattendprovider.dll,mui,,4,20,1,1,0,0
\program files\gimp 2\share\locale\ia\lc_messages\iso_3166.mo,\program files\gimp 2\share\locale\ia\lc_messages,iso_3166,mo,,6,8,0,0,0,0
\windows\winsxs\amd64_wiaca00j.inf_31bf3856ad364e35_<version>_none_53a73a8467cc268a\amd64\e510\cnc1761d.tbl,\windows\winsxs\amd64_wiaca00j.inf_31bf3856ad364e35_<version>_none_53a73a8467cc268a\amd64\e510,cnc1761d,tbl,,5,8,0,0,0,0
\program files\python313\lib\importlib\metadata\_meta.py,\program files\python313\lib\importlib\metadata,_meta,py,,5,5,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\numpy\distutils\conv_template.py,\program files\inkscape\lib\python<version>\site-packages\numpy\distutils,conv_template,py,,7,13,0,0,0,0
\microsoft\windows\appmgnt.exe,\microsoft\windows,appmgnt,exe,,2,7,1,0,0,1
\program files\bravesoftware\brave-browser\application\<version>\resources\brave_extension\_locales\el\messages.json,\program files\bravesoftware\brave-browser\application\<version>\resources\brave_extension\_locales\el,messages,json,,9,8,0,0,0,0
\program files\libreoffice\share\extensions\nlpsolver\help\ne\help.tree,\program files\libreoffice\share\extensions\nlpsolver\help\ne,help,tree,,7,4,0,0,0,0
\program files\gimp 2\lib\python<version>\tools\scripts\checkpip.py,\program files\gimp 2\lib\python<version>\tools\scripts,checkpip,py,,6,8,0,0,0,0
\windows\system32\ctrl.exe,\windows\system32,ctrl,exe,,2,4,1,0,0,1
\program files\libreoffice\share\config\soffice.cfg\modules\simpress\ui\displaywindow.ui,\program files\libreoffice\share\config\soffice.cfg\modules\simpress\ui,displaywindow,ui,,8,13,0,0,0,0
\users\<username>\documents\desktop.db,\users\<username>\documents,desktop,db,,3,7,0,0,0,1
\program files\libreoffice\help\media\icon-themes\cmd\lc_diagramaxis.svg,\program files\libreoffice\help\media\icon-themes\cmd,lc_diagramaxis,svg,,6,14,0,0,0,0
\program files (x86)\amazon corretto\jdk<version>_442\jre\lib\management\jmxremote.password.template,\program files (x86)\amazon corretto\jdk<version>_442\jre\lib\management,jmxremote.password,template,,6,18,0,0,0,0
\program files\microsoft vs code\resources\app\node_modules\vsda\index.d.ts,\program files\microsoft vs code\resources\app\node_modules\vsda,index.d,ts,,6,7,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-server-drivers-onecore-package~31bf3856ad364e35~amd64~~10.0.14393.0.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-server-drivers-onecore-package~31bf3856ad364e35~amd64~~10.0.14393.0,cat,,4,85,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\numpy\f2py\tests\test_data.py,\program files\inkscape\lib\python<version>\site-packages\numpy\f2py\tests,test_data,py,,8,9,0,0,0,0
\program files\zoom\resources\emojis\1f325.svg,\program files\zoom\resources\emojis,1f325,svg,,4,5,0,0,0,0
\program files\libreoffice\share\extensions\nlpsolver\help\id\help.jar,\program files\libreoffice\share\extensions\nlpsolver\help\id,help,jar,,7,4,1,0,0,0
\appdata1\logfile.txt,\appdata1,logfile,txt,,1,7,1,0,0,1
